95.20.35.137	tcp,192.168.1.2,21,36
112.104.114.161	udp,192.168.1.2,66,66
180.72.223.184	udp,192.168.1.2,54,30
83.41.4.95	udp,192.168.1.2,74,66
79.45.219.140	udp,192.168.1.2,51,85
78.228.40.206	udp,192.168.1.2,44,44
78.174.192.204	udp,192.168.1.2,44,44
151.28.22.110	udp,192.168.1.2,74,66
123.124.19.34	udp,192.168.1.2,35,96
92.230.108.134	udp,192.168.1.2,51,85
194.183.86.229	udp,192.168.1.2,74,66
79.54.156.204	udp,192.168.1.2,48,90
119.5.83.111	udp,192.168.1.2,64,66
95.235.113.146	tcp,192.168.1.2,0,0
211.202.34.76	udp,192.168.1.2,52,96
125.71.129.243	udp,192.168.1.2,43,44
83.165.241.165	udp,192.168.1.2,74,66
222.223.70.73	udp,192.168.1.2,63,66
111.174.131.54	udp,192.168.1.2,42,64
58.35.81.219	udp,192.168.1.2,48,90
122.96.65.177	udp,192.168.1.2,38,28
72.46.129.42	udp,192.168.1.2,59,85
192.168.1.2	udp,61.230.121.112,44,44
113.110.231.169	udp,192.168.1.2,48,85
125.239.67.87	udp,192.168.1.2,74,66
192.168.1.2	udp,114.139.108.162,44,44
192.168.1.2	udp,190.18.101.55,44,44
192.168.1.2	udp,98.238.20.241,44,44
195.32.91.106	udp,192.168.1.2,64,58
192.168.1.2	udp,122.243.223.74,44,44
190.31.224.103	udp,192.168.1.2,38,44
113.205.230.4	udp,192.168.1.2,74,66
122.142.214.49	udp,192.168.1.2,74,66
94.122.218.14	udp,192.168.1.2,74,66
95.246.144.29	udp,192.168.1.2,51,96
218.102.79.141	udp,192.168.1.2,40,33
89.156.204.47	udp,192.168.1.2,44,44
93.33.4.37	udp,192.168.1.2,74,66
192.168.1.2	tcp,189.114.3.52,0,0
59.62.4.155	udp,192.168.1.2,74,66
94.23.229.90	udp,192.168.1.2,44,44
218.80.203.98	udp,192.168.1.2,74,66
61.185.224.244	udp,192.168.1.2,51,96
85.155.164.59	udp,192.168.1.2,74,66
59.175.234.3	udp,192.168.1.2,51,96
124.5.150.212	udp,192.168.1.2,66,66
82.240.129.53	udp,192.168.1.2,48,90
95.33.91.11	udp,192.168.1.2,74,66
95.234.116.205	udp,192.168.1.2,74,66
81.56.174.167	udp,192.168.1.2,65,66
190.193.187.5	udp,192.168.1.2,66,66
188.80.40.73	udp,192.168.1.2,74,66
187.116.83.58	udp,192.168.1.2,51,96
200.192.251.192	udp,192.168.1.2,74,66
192.168.1.2	udp,84.24.141.234,44,44
62.121.125.113	udp,192.168.1.2,54,0
89.204.153.83	udp,192.168.1.2,48,90
222.113.177.2	udp,192.168.1.2,35,96
186.68.208.133	udp,192.168.1.2,66,66
58.8.61.41	udp,192.168.1.2,43,44
58.59.102.18	udp,192.168.1.2,43,44
85.58.247.233	udp,192.168.1.2,74,66
201.73.171.160	udp,192.168.1.2,51,96
88.7.163.52	udp,192.168.1.2,66,76
61.47.171.70	udp,192.168.1.2,35,96
84.223.228.3	udp,192.168.1.2,66,66
61.175.205.170	udp,192.168.1.2,74,66
80.117.212.222	udp,192.168.1.2,51,85
190.18.207.222	udp,192.168.1.2,44,44
188.86.213.97	udp,192.168.1.2,74,66
85.56.31.231	udp,192.168.1.2,66,66
118.242.32.170	udp,192.168.1.2,32,96
77.199.177.147	udp,192.168.1.2,74,66
78.6.101.106	udp,192.168.1.2,35,96
113.240.159.189	udp,192.168.1.2,74,66
116.217.139.4	udp,192.168.1.2,48,90
218.7.195.151	udp,192.168.1.2,28,30
2.32.117.214	udp,192.168.1.2,66,66
60.242.66.153	udp,192.168.1.2,48,90
79.89.205.73	udp,192.168.1.2,35,96
86.192.185.19	udp,192.168.1.2,66,66
80.103.105.104	tcp,192.168.1.2,0,0
122.72.17.242	tcp,192.168.1.2,0,0
89.170.16.81	udp,192.168.1.2,43,44
81.228.145.72	udp,192.168.1.2,51,96
192.168.1.2	udp,188.218.219.25,44,44
77.197.88.45	udp,192.168.1.2,43,44
98.93.3.245	udp,192.168.1.2,42,0
93.37.133.6	udp,192.168.1.2,43,44
183.16.104.45	udp,192.168.1.2,28,33
221.236.188.118	udp,192.168.1.2,2,96
208.64.27.162	udp,192.168.1.2,51,96
218.84.107.149	tcp,192.168.1.2,72,0
117.9.162.122	udp,192.168.1.2,38,28
151.61.215.27	udp,192.168.1.2,66,66
192.168.1.2	tcp,93.146.185.86,0,0
177.17.27.173	udp,192.168.1.2,48,85
151.32.33.7	tcp,192.168.1.2,0,0
87.219.165.200	udp,192.168.1.2,66,66
84.130.214.76	udp,192.168.1.2,32,69
46.24.228.44	udp,192.168.1.2,48,90
217.162.111.122	udp,192.168.1.2,51,96
124.169.199.204	udp,192.168.1.2,43,44
60.221.254.177	udp,192.168.1.2,37,96
189.83.174.91	udp,192.168.1.2,43,14
151.61.177.64	udp,192.168.1.2,43,14
89.153.241.116	udp,192.168.1.2,40,14
49.140.85.55	udp,192.168.1.2,44,44
88.11.172.67	udp,192.168.1.2,66,66
151.46.137.204	udp,192.168.1.2,74,66
94.220.205.200	udp,192.168.1.2,51,96
109.54.45.219	udp,192.168.1.2,32,6
87.8.35.38	udp,192.168.1.2,51,96
182.135.94.211	udp,192.168.1.2,51,96
113.205.119.85	udp,192.168.1.2,35,96
92.131.39.228	udp,192.168.1.2,43,44
192.168.1.2	udp,2.136.116.107,44,46
87.69.215.131	udp,192.168.1.2,48,70
83.222.48.20	udp,192.168.1.2,43,44
90.44.246.43	udp,192.168.1.2,43,44
79.186.153.28	udp,192.168.1.2,44,44
208.86.198.89	udp,192.168.1.2,96,19
117.84.84.16	udp,192.168.1.2,48,96
192.168.1.2	udp,66.110.151.192,44,44
60.176.6.60	udp,192.168.1.2,51,85
79.44.211.253	udp,192.168.1.2,43,44
27.184.5.153	udp,192.168.1.2,32,96
87.19.215.4	udp,192.168.1.2,32,6
111.226.181.86	udp,192.168.1.2,38,28
114.39.65.194	udp,192.168.1.2,74,66
94.23.220.227	udp,192.168.1.2,74,66
119.54.50.219	udp,192.168.1.2,74,66
180.153.115.163	udp,192.168.1.2,41,96
69.116.35.190	udp,192.168.1.2,63,58
82.159.52.80	udp,192.168.1.2,74,66
46.151.78.100	udp,192.168.1.2,35,96
118.169.200.203	udp,192.168.1.2,66,66
94.164.14.194	tcp,192.168.1.2,0,0
201.166.6.165	udp,192.168.1.2,43,44
202.101.116.98	udp,192.168.1.2,43,44
182.32.18.20	udp,192.168.1.2,33,14
123.184.42.9	udp,192.168.1.2,48,96
83.60.75.221	udp,192.168.1.2,66,66
82.88.219.26	udp,192.168.1.2,51,85
82.158.13.220	udp,192.168.1.2,40,33
88.12.119.205	udp,192.168.1.2,51,96
80.24.83.81	udp,192.168.1.2,43,44
192.168.1.2	udp,78.23.57.150,28,0
113.92.78.38	tcp,192.168.1.2,0,0
87.16.32.137	udp,192.168.1.2,51,96
113.92.43.94	tcp,192.168.1.2,0,0
87.219.194.198	udp,192.168.1.2,48,85
90.14.252.167	udp,192.168.1.2,74,66
77.126.12.107	udp,192.168.1.2,74,66
77.196.81.146	udp,192.168.1.2,66,66
125.127.12.107	udp,192.168.1.2,51,85
83.156.7.158	udp,192.168.1.2,74,66
192.168.1.2	udp,82.56.88.1,51,96
218.186.226.49	tcp,192.168.1.2,0,0
187.5.235.134	udp,192.168.1.2,51,96
79.7.94.11	udp,192.168.1.2,48,70
80.26.174.246	udp,192.168.1.2,74,66
95.246.28.244	udp,192.168.1.2,40,14
192.168.1.2	udp,121.7.224.120,44,49
79.181.205.150	udp,192.168.1.2,74,66
192.168.1.2	udp,217.132.116.40,72,49
222.188.184.221	udp,192.168.1.2,35,96
192.168.1.2	udp,91.117.186.61,28,38
94.96.101.233	udp,192.168.1.2,48,85
84.221.166.112	udp,192.168.1.2,48,90
219.70.167.7	udp,192.168.1.2,63,66
192.168.1.2	udp,85.86.74.215,44,0
59.189.196.126	udp,192.168.1.2,39,96
119.160.131.190	udp,192.168.1.2,48,90
151.62.208.173	udp,192.168.1.2,40,14
62.42.90.112	udp,192.168.1.2,64,66
84.103.168.41	udp,192.168.1.2,40,14
82.244.63.31	udp,192.168.1.2,35,6
116.55.230.134	udp,192.168.1.2,40,94
89.173.110.59	udp,192.168.1.2,65,66
221.218.179.101	udp,192.168.1.2,38,30
192.168.1.2	udp,85.65.208.71,44,44
93.149.4.116	udp,192.168.1.2,33,6
120.6.194.130	udp,192.168.1.2,51,96
201.70.86.10	udp,192.168.1.2,74,66
192.168.1.2	udp,95.154.37.199,44,44
121.237.145.0	udp,192.168.1.2,43,44
188.123.104.5	udp,192.168.1.2,51,96
87.18.176.78	udp,192.168.1.2,66,66
221.208.129.174	udp,192.168.1.2,2,96
125.112.152.228	udp,192.168.1.2,49,84
189.105.61.106	udp,192.168.1.2,43,44
190.132.80.11	udp,192.168.1.2,51,96
88.77.217.27	udp,192.168.1.2,43,44
80.26.220.143	udp,192.168.1.2,49,83
77.124.249.210	udp,192.168.1.2,35,96
182.150.76.4	udp,192.168.1.2,38,28
151.20.46.144	udp,192.168.1.2,44,44
82.66.232.127	udp,192.168.1.2,74,66
182.149.96.25	udp,192.168.1.2,51,96
77.205.155.99	udp,192.168.1.2,43,44
95.75.228.198	udp,192.168.1.2,35,6
58.255.49.196	udp,192.168.1.2,48,70
119.1.68.138	udp,192.168.1.2,35,96
85.64.154.17	udp,192.168.1.2,74,66
2.37.164.58	udp,192.168.1.2,43,44
200.121.249.179	udp,192.168.1.2,43,44
190.244.131.150	udp,192.168.1.2,36,0
203.80.53.196	udp,192.168.1.2,45,57
220.135.10.105	udp,192.168.1.2,74,66
115.204.132.125	udp,192.168.1.2,48,85
83.33.255.31	udp,192.168.1.2,74,66
222.95.12.91	udp,192.168.1.2,66,66
92.158.168.241	udp,192.168.1.2,49,85
58.186.153.56	udp,192.168.1.2,48,85
84.140.38.237	udp,192.168.1.2,63,66
212.194.76.162	udp,192.168.1.2,40,33
201.86.43.36	udp,192.168.1.2,40,14
218.29.216.180	udp,192.168.1.2,32,69
192.168.1.2	udp,79.108.21.229,44,44
92.29.210.33	udp,192.168.1.2,27,0
187.89.42.251	udp,192.168.1.2,44,44
219.155.212.147	udp,192.168.1.2,43,44
82.55.249.168	udp,192.168.1.2,44,44
190.108.0.214	udp,192.168.1.2,66,66
212.235.15.91	udp,192.168.1.2,18,4
180.153.115.163	udp,192.168.1.2,41,96
118.166.249.199	udp,192.168.1.2,74,66
192.168.1.2	udp,178.203.78.49,44,44
217.43.245.143	udp,192.168.1.2,51,85
87.13.108.159	udp,192.168.1.2,74,66
88.101.35.194	udp,192.168.1.2,43,44
62.21.4.165	udp,192.168.1.2,32,6
77.244.190.130	udp,192.168.1.2,74,66
192.168.1.2	udp,82.158.159.239,44,44
87.12.45.77	udp,192.168.1.2,74,66
192.168.1.2	udp,87.2.212.71,44,44
46.252.52.110	udp,192.168.1.2,74,66
87.16.43.126	udp,192.168.1.2,51,96
82.247.218.215	udp,192.168.1.2,48,90
192.168.1.2	tcp,113.92.43.94,0,0
79.36.95.103	udp,192.168.1.2,74,66
93.39.101.116	udp,192.168.1.2,43,0
117.67.6.65	udp,192.168.1.2,43,44
189.123.69.77	udp,192.168.1.2,48,90
87.3.98.35	udp,192.168.1.2,26,6
123.193.131.167	udp,192.168.1.2,2,96
77.126.141.25	udp,192.168.1.2,66,58
114.69.195.142	udp,192.168.1.2,51,96
192.168.1.2	udp,87.19.126.58,28,0
123.18.223.174	udp,192.168.1.2,51,96
115.78.238.145	udp,192.168.1.2,43,44
177.10.48.238	udp,192.168.1.2,51,96
81.193.180.49	udp,192.168.1.2,74,66
84.108.160.137	udp,192.168.1.2,51,96
201.29.169.53	tcp,192.168.1.2,0,0
109.213.220.226	udp,192.168.1.2,66,66
112.2.255.89	udp,192.168.1.2,38,28
125.34.113.174	udp,192.168.1.2,51,85
95.120.241.221	udp,192.168.1.2,74,66
116.228.248.250	tcp,192.168.1.2,0,0
201.95.15.166	udp,192.168.1.2,40,14
188.153.65.89	tcp,192.168.1.2,0,0
222.162.164.155	tcp,192.168.1.2,51,52
151.29.22.62	udp,192.168.1.2,46,32
202.115.125.111	udp,192.168.1.2,48,85
192.168.1.2	tcp,86.18.1.96,45,0
192.168.1.2	udp,83.238.21.9,44,0
180.153.115.152	udp,192.168.1.2,41,90
84.103.23.224	udp,192.168.1.2,66,66
94.23.229.92	udp,192.168.1.2,44,44
190.138.174.113	udp,192.168.1.2,44,0
82.52.20.195	udp,192.168.1.2,51,96
151.27.253.134	udp,192.168.1.2,51,96
46.117.164.83	udp,192.168.1.2,68,66
61.177.130.62	udp,192.168.1.2,35,96
218.201.240.215	udp,192.168.1.2,2,96
76.241.153.205	udp,192.168.1.2,48,89
79.177.48.110	udp,192.168.1.2,51,96
173.248.199.139	udp,192.168.1.2,74,66
221.212.225.252	udp,192.168.1.2,51,96
192.168.1.2	udp,190.23.80.19,44,43
84.125.137.28	udp,192.168.1.2,74,66
110.185.155.95	udp,192.168.1.2,36,73
84.146.78.44	tcp,192.168.1.2,0,0
77.39.132.204	tcp,192.168.1.2,11,0
87.10.175.219	udp,192.168.1.2,40,14
192.168.1.2	udp,118.146.139.237,32,54
218.84.107.149	tcp,192.168.1.2,24,0
113.120.141.75	udp,192.168.1.2,48,30
62.43.61.145	udp,192.168.1.2,43,44
180.168.87.126	udp,192.168.1.2,43,44
111.249.133.183	udp,192.168.1.2,35,96
192.168.1.2	udp,77.20.179.181,44,44
80.183.38.222	udp,192.168.1.2,66,66
2.137.191.156	udp,192.168.1.2,51,96
188.152.36.50	tcp,192.168.1.2,0,0
82.170.193.94	udp,192.168.1.2,74,66
115.204.15.201	udp,192.168.1.2,47,70
82.158.202.219	udp,192.168.1.2,43,44
87.18.124.170	udp,192.168.1.2,48,70
192.168.1.2	udp,151.21.37.85,44,0
187.65.68.24	udp,192.168.1.2,51,96
218.95.25.174	udp,192.168.1.2,43,44
201.145.44.135	tcp,192.168.1.2,0,0
122.4.74.243	udp,192.168.1.2,38,30
187.11.7.171	udp,192.168.1.2,51,96
151.40.66.149	udp,192.168.1.2,32,6
61.98.217.55	udp,192.168.1.2,40,14
190.49.169.147	udp,192.168.1.2,45,0
86.202.179.80	udp,192.168.1.2,66,66
192.168.1.2	tcp,84.61.168.74,78,1
79.29.99.64	udp,192.168.1.2,44,44
121.201.247.11	udp,192.168.1.2,51,96
94.23.220.225	udp,192.168.1.2,48,70
79.85.170.18	udp,192.168.1.2,74,66
93.149.197.47	udp,192.168.1.2,50,75
82.48.140.133	udp,192.168.1.2,66,66
119.120.135.183	udp,192.168.1.2,66,66
109.67.9.128	udp,192.168.1.2,74,66
192.168.1.2	tcp,87.3.103.95,0,0
192.168.1.2	tcp,187.127.205.11,0,0
2.49.154.193	udp,192.168.1.2,43,44
122.143.1.52	udp,192.168.1.2,41,96
89.85.9.238	udp,192.168.1.2,32,96
218.64.117.82	udp,192.168.1.2,38,28
118.168.109.216	udp,192.168.1.2,35,96
77.226.109.6	udp,192.168.1.2,43,44
109.173.67.167	udp,192.168.1.2,44,44
189.78.106.123	udp,192.168.1.2,51,96
60.194.111.250	udp,192.168.1.2,51,96
79.33.7.128	udp,192.168.1.2,43,44
112.199.181.128	udp,192.168.1.2,66,66
123.204.39.192	udp,192.168.1.2,48,85
188.24.12.37	udp,192.168.1.2,65,66
62.203.200.69	udp,192.168.1.2,48,90
85.59.224.22	udp,192.168.1.2,52,96
79.82.135.195	udp,192.168.1.2,74,66
117.94.35.183	udp,192.168.1.2,42,88
82.81.197.29	udp,192.168.1.2,43,44
93.16.113.252	udp,192.168.1.2,47,70
182.90.44.119	udp,192.168.1.2,40,46
192.168.1.2	udp,83.192.120.132,44,44
79.51.51.223	udp,192.168.1.2,74,66
187.80.137.212	udp,192.168.1.2,43,14
201.13.181.61	udp,192.168.1.2,48,90
62.163.214.164	udp,192.168.1.2,66,66
173.193.77.45	udp,192.168.1.2,32,69
84.97.216.223	udp,192.168.1.2,70,66
222.44.44.178	udp,192.168.1.2,2,96
183.17.212.149	udp,192.168.1.2,63,66
79.23.120.171	udp,192.168.1.2,43,44
201.47.31.186	udp,192.168.1.2,43,44
77.231.58.249	udp,192.168.1.2,74,66
79.158.159.56	udp,192.168.1.2,66,66
80.127.93.165	udp,192.168.1.2,51,96
46.116.109.125	udp,192.168.1.2,40,46
83.41.224.79	udp,192.168.1.2,51,96
114.26.30.182	udp,192.168.1.2,44,44
151.41.47.165	udp,192.168.1.2,43,44
94.230.78.97	udp,192.168.1.2,43,44
218.79.51.81	udp,192.168.1.2,43,44
151.60.160.161	udp,192.168.1.2,51,96
85.247.149.186	udp,192.168.1.2,74,66
87.5.69.232	tcp,192.168.1.2,1,83
217.132.105.124	udp,192.168.1.2,63,66
119.238.152.250	udp,192.168.1.2,74,66
151.32.33.7	tcp,192.168.1.2,0,0
180.123.223.97	udp,192.168.1.2,51,85
60.171.124.75	udp,192.168.1.2,51,96
190.134.156.205	udp,192.168.1.2,43,14
83.52.166.155	udp,192.168.1.2,47,58
116.228.248.250	tcp,192.168.1.2,0,0
89.138.24.35	udp,192.168.1.2,51,96
122.158.249.178	udp,192.168.1.2,51,96
79.151.17.63	udp,192.168.1.2,74,66
192.168.1.2	tcp,82.158.13.220,0,0
208.86.198.70	udp,192.168.1.2,96,19
109.54.121.88	udp,192.168.1.2,0,0
89.81.134.41	tcp,192.168.1.2,0,0
87.222.13.234	udp,192.168.1.2,74,66
116.76.2.158	udp,192.168.1.2,51,96
95.122.185.192	udp,192.168.1.2,74,66
113.57.246.106	udp,192.168.1.2,48,90
111.248.215.106	udp,192.168.1.2,66,66
86.202.8.52	udp,192.168.1.2,74,66
79.251.80.131	udp,192.168.1.2,74,66
192.168.1.2	udp,88.17.169.122,44,44
77.233.125.4	udp,192.168.1.2,43,44
95.33.249.112	udp,192.168.1.2,66,66
79.41.50.133	udp,192.168.1.2,66,66
125.84.191.136	udp,192.168.1.2,40,46
90.55.103.74	udp,192.168.1.2,44,44
24.20.36.14	udp,192.168.1.2,74,66
151.33.126.124	udp,192.168.1.2,48,85
192.168.1.2	udp,220.164.210.181,48,34
59.112.219.220	udp,192.168.1.2,48,85
95.244.65.179	udp,192.168.1.2,35,96
83.112.176.202	udp,192.168.1.2,43,44
192.168.1.2	udp,95.236.10.136,44,0
151.47.184.76	udp,192.168.1.2,57,68
94.23.220.183	udp,192.168.1.2,44,44
125.114.14.98	udp,192.168.1.2,74,66
201.80.194.190	udp,192.168.1.2,35,6
94.218.14.183	udp,192.168.1.2,74,66
93.47.4.7	udp,192.168.1.2,43,44
85.55.134.232	udp,192.168.1.2,40,14
60.2.167.145	tcp,192.168.1.2,0,0
124.118.16.197	udp,192.168.1.2,43,44
120.143.171.51	udp,192.168.1.2,43,44
82.83.252.220	udp,192.168.1.2,48,90
192.168.1.2	tcp,82.252.15.18,0,0
178.37.229.92	udp,192.168.1.2,54,0
59.167.136.144	udp,192.168.1.2,51,96
192.168.1.2	udp,88.22.16.43,44,0
84.121.194.230	udp,192.168.1.2,74,66
118.181.60.87	udp,192.168.1.2,48,30
95.18.248.114	udp,192.168.1.2,66,66
94.23.220.175	udp,192.168.1.2,66,66
222.132.166.138	udp,192.168.1.2,43,44
95.19.133.85	udp,192.168.1.2,56,58
123.180.64.22	udp,192.168.1.2,38,28
187.28.16.25	udp,192.168.1.2,51,96
60.221.254.168	udp,192.168.1.2,41,96
202.181.123.187	udp,192.168.1.2,51,96
201.53.18.103	udp,192.168.1.2,44,44
125.74.193.129	udp,192.168.1.2,44,96
151.49.235.80	tcp,192.168.1.2,0,0
188.152.68.132	udp,192.168.1.2,66,66
192.168.1.2	udp,84.222.183.113,44,44
192.168.1.2	udp,82.234.96.76,44,44
89.216.240.28	udp,192.168.1.2,74,66
151.40.197.108	udp,192.168.1.2,66,58
192.168.1.2	udp,68.151.53.37,44,44
217.118.66.104	udp,192.168.1.2,43,44
192.168.1.2	udp,93.114.0.50,44,0
77.171.116.238	udp,192.168.1.2,48,64
125.70.145.96	udp,192.168.1.2,32,96
112.1.191.227	udp,192.168.1.2,38,32
93.144.27.183	udp,192.168.1.2,51,96
85.177.158.170	tcp,192.168.1.2,0,0
78.12.116.50	udp,192.168.1.2,74,66
222.76.166.6	udp,192.168.1.2,63,66
112.94.2.205	udp,192.168.1.2,43,44
221.226.65.180	udp,192.168.1.2,47,47
86.89.6.246	udp,192.168.1.2,66,66
94.220.205.200	udp,192.168.1.2,43,44
87.173.106.185	udp,192.168.1.2,48,85
201.27.169.199	tcp,192.168.1.2,0,0
94.37.230.56	udp,192.168.1.2,66,66
192.168.1.2	udp,115.215.238.243,28,38
189.120.212.104	udp,192.168.1.2,74,66
93.151.249.241	udp,192.168.1.2,51,96
117.79.233.162	udp,192.168.1.2,43,44
189.83.220.124	udp,192.168.1.2,55,78
75.95.122.161	udp,192.168.1.2,43,44
201.254.66.164	udp,192.168.1.2,47,58
110.178.195.6	udp,192.168.1.2,38,28
219.150.255.40	udp,192.168.1.2,32,96
113.9.180.109	udp,192.168.1.2,2,96
116.16.75.23	udp,192.168.1.2,66,66
87.222.163.228	udp,192.168.1.2,51,96
58.214.5.114	udp,192.168.1.2,51,96
115.135.132.180	udp,192.168.1.2,66,66
92.143.43.84	udp,192.168.1.2,66,66
113.89.21.23	udp,192.168.1.2,38,28
192.168.1.2	udp,119.96.34.234,48,0
61.31.129.83	udp,192.168.1.2,33,82
88.230.209.128	udp,192.168.1.2,42,0
93.151.249.241	udp,192.168.1.2,43,44
95.232.187.195	tcp,192.168.1.2,0,0
77.228.7.101	udp,192.168.1.2,40,14
175.197.32.84	udp,192.168.1.2,43,44
217.233.62.30	udp,192.168.1.2,74,66
27.47.28.156	udp,192.168.1.2,35,96
202.181.123.187	udp,192.168.1.2,18,20
89.159.121.169	udp,192.168.1.2,74,66
192.168.1.2	udp,114.95.242.35,28,38
87.99.24.40	udp,192.168.1.2,63,66
192.168.1.2	udp,118.113.141.143,44,43
85.219.8.102	udp,192.168.1.2,66,66
77.176.251.174	udp,192.168.1.2,66,66
83.23.57.63	udp,192.168.1.2,45,0
58.37.218.209	udp,192.168.1.2,66,66
192.168.1.2	udp,59.127.156.81,44,44
41.200.87.202	udp,192.168.1.2,74,66
202.108.19.14	udp,192.168.1.2,43,44
120.203.248.77	udp,192.168.1.2,74,66
84.229.50.38	udp,192.168.1.2,74,66
79.157.222.164	udp,192.168.1.2,49,44
88.16.87.203	udp,192.168.1.2,43,44
87.221.109.23	udp,192.168.1.2,59,58
123.90.13.190	udp,192.168.1.2,35,96
82.241.159.23	udp,192.168.1.2,43,14
84.98.72.17	udp,192.168.1.2,66,66
201.8.162.204	tcp,192.168.1.2,1,72
58.245.22.137	udp,192.168.1.2,51,96
118.181.99.49	udp,192.168.1.2,45,47
62.219.161.1	udp,192.168.1.2,66,66
211.142.52.197	udp,192.168.1.2,43,44
41.107.133.59	udp,192.168.1.2,44,44
208.86.198.169	udp,192.168.1.2,96,19
219.85.163.62	udp,192.168.1.2,43,44
90.9.64.46	udp,192.168.1.2,63,66
79.8.5.153	udp,192.168.1.2,74,66
151.47.137.43	udp,192.168.1.2,66,66
87.1.232.3	udp,192.168.1.2,43,44
62.203.247.227	udp,192.168.1.2,51,85
46.117.100.118	udp,192.168.1.2,51,96
192.168.1.2	udp,79.16.230.11,44,0
192.168.1.2	udp,112.104.163.195,44,43
93.149.55.198	udp,192.168.1.2,40,14
95.75.228.198	tcp,192.168.1.2,0,0
81.172.59.23	udp,192.168.1.2,66,66
83.44.42.180	udp,192.168.1.2,48,90
121.8.32.224	udp,192.168.1.2,66,66
85.110.239.236	udp,192.168.1.2,44,46
86.177.129.247	udp,192.168.1.2,74,66
95.252.214.29	udp,192.168.1.2,47,58
87.3.103.95	udp,192.168.1.2,35,6
125.77.161.104	udp,192.168.1.2,54,74
61.147.76.52	udp,192.168.1.2,41,96
87.18.185.18	udp,192.168.1.2,51,96
183.38.194.163	udp,192.168.1.2,43,44
192.168.1.2	udp,174.138.166.130,44,44
218.80.204.186	udp,192.168.1.2,74,66
201.50.146.94	udp,192.168.1.2,59,58
94.76.172.193	udp,192.168.1.2,74,66
114.88.65.213	udp,192.168.1.2,32,96
192.168.1.2	udp,79.30.175.55,44,44
79.158.103.176	udp,192.168.1.2,66,66
220.191.53.198	udp,192.168.1.2,35,96
80.109.229.249	udp,192.168.1.2,40,14
58.8.94.96	udp,192.168.1.2,43,44
125.125.190.136	tcp,192.168.1.2,0,0
114.47.154.74	udp,192.168.1.2,74,66
113.108.186.66	udp,192.168.1.2,48,75
192.168.1.2	udp,188.125.135.80,44,0
221.235.205.156	udp,192.168.1.2,41,96
79.35.61.179	udp,192.168.1.2,30,14
112.94.140.160	udp,192.168.1.2,43,44
118.167.118.72	udp,192.168.1.2,51,96
79.28.181.143	udp,192.168.1.2,74,66
79.25.14.243	udp,192.168.1.2,51,85
79.137.85.146	udp,192.168.1.2,60,84
87.6.186.139	udp,192.168.1.2,74,66
77.197.167.233	udp,192.168.1.2,43,44
61.185.202.194	udp,192.168.1.2,51,96
192.168.1.2	udp,83.213.190.109,44,44
70.90.17.86	udp,192.168.1.2,66,66
195.81.21.47	udp,192.168.1.2,74,66
201.62.139.228	tcp,192.168.1.2,0,0
82.55.245.157	udp,192.168.1.2,43,44
187.9.30.111	tcp,192.168.1.2,0,0
88.22.44.35	udp,192.168.1.2,40,49
80.180.21.177	udp,192.168.1.2,33,14
80.116.113.190	udp,192.168.1.2,44,44
85.54.151.92	tcp,192.168.1.2,0,0
114.43.118.249	udp,192.168.1.2,41,96
192.168.1.2	udp,213.44.100.2,44,0
79.178.23.143	udp,192.168.1.2,51,85
83.55.3.78	udp,192.168.1.2,74,66
123.115.242.81	udp,192.168.1.2,35,96
93.172.12.57	udp,192.168.1.2,35,96
192.168.1.2	tcp,93.150.66.51,83,1
82.59.153.98	udp,192.168.1.2,74,66
58.45.16.76	udp,192.168.1.2,44,70
95.123.190.229	udp,192.168.1.2,43,44
192.168.1.2	udp,88.174.49.194,44,44
79.168.122.121	udp,192.168.1.2,54,0
119.40.179.217	udp,192.168.1.2,43,44
192.168.1.2	udp,88.23.69.53,44,44
114.33.32.55	udp,192.168.1.2,47,64
208.86.198.65	udp,192.168.1.2,96,19
82.54.187.96	udp,192.168.1.2,43,44
208.86.198.72	udp,192.168.1.2,96,19
192.168.1.2	udp,119.74.156.15,44,0
85.84.108.217	udp,192.168.1.2,44,44
95.122.5.10	udp,192.168.1.2,48,64
89.88.43.225	udp,192.168.1.2,74,66
109.88.7.153	udp,192.168.1.2,74,66
87.15.49.212	udp,192.168.1.2,43,44
114.229.181.134	udp,192.168.1.2,48,85
82.52.142.84	udp,192.168.1.2,66,76
87.69.134.188	udp,192.168.1.2,66,66
111.184.50.135	udp,192.168.1.2,42,63
204.15.227.170	udp,192.168.1.2,66,66
94.193.234.62	udp,192.168.1.2,51,96
77.231.242.100	udp,192.168.1.2,43,44
87.9.45.159	udp,192.168.1.2,32,6
87.9.157.145	udp,192.168.1.2,45,0
86.221.25.160	udp,192.168.1.2,74,66
83.32.240.163	tcp,192.168.1.2,0,0
88.9.81.14	udp,192.168.1.2,43,44
218.84.107.148	tcp,192.168.1.2,18,36
79.92.133.28	udp,192.168.1.2,43,44
88.171.169.116	udp,192.168.1.2,51,96
58.41.158.179	udp,192.168.1.2,43,44
89.128.27.96	udp,192.168.1.2,74,66
87.11.237.15	udp,192.168.1.2,51,96
192.168.1.2	udp,79.3.115.252,44,0
186.221.154.85	udp,192.168.1.2,48,85
59.37.162.211	udp,192.168.1.2,48,85
192.168.1.2	udp,116.95.108.88,28,38
70.48.18.52	udp,192.168.1.2,43,14
74.74.166.19	udp,192.168.1.2,43,44
